1082797_0000950131-01-501837_dex99d2.txt	https://www.sec.gov/Archives/edgar/data/0001082797/000095013101501837/0000950131-01-501837.txt
1104332_0000950144-00-008876_ex10-26.txt	https://www.sec.gov/Archives/edgar/data/0001104332/000095014400008876/0000950144-00-008876.txt
899240_0000912057-01-007226_a2040095zex-99_9d1.txt	https://www.sec.gov/Archives/edgar/data/0000899240/000091205701007226/0000912057-01-007226.txt
24104_0000024104-96-000010_document_3.txt	https://www.sec.gov/Archives/edgar/data/0000024104/000002410496000010/0000024104-96-000010.txt
768384_0000912057-00-018619_document_8.txt	https://www.sec.gov/Archives/edgar/data/0000768384/000091205700018619/0000912057-00-018619.txt
71297_0000071297-97-000059_document_6.txt	https://www.sec.gov/Archives/edgar/data/0000071297/000007129797000059/0000071297-97-000059.txt
817516_0001014909-05-000102_exh99_4sept2005.txt	https://www.sec.gov/Archives/edgar/data/0000817516/000101490905000102/0001014909-05-000102.txt
1021096_0000914317-03-001205_ex2-2.txt	https://www.sec.gov/Archives/edgar/data/0001021096/000091431703001205/0000914317-03-001205.txt
770461_0001144204-05-023830_v022988_ex10-6.txt	https://www.sec.gov/Archives/edgar/data/0000770461/000114420405023830/0001144204-05-023830.txt
1031896_0000950147-01-501725_ex10-8.txt	https://www.sec.gov/Archives/edgar/data/0001031896/000095014701501725/0000950147-01-501725.txt
916529_0000927016-97-001071_document_2.txt	https://www.sec.gov/Archives/edgar/data/0000916529/000092701697001071/0000927016-97-001071.txt
935703_0001047469-98-030238_document_4.txt	https://www.sec.gov/Archives/edgar/data/0000935703/000104746998030238/0001047469-98-030238.txt
1120792_0001019687-05-002206_morgan_10qex5-2.txt	https://www.sec.gov/Archives/edgar/data/0001120792/000101968705002206/0001019687-05-002206.txt
354452_0000950123-99-011178_document_13.txt	https://www.sec.gov/Archives/edgar/data/0000354452/000095012399011178/0000950123-99-011178.txt
1285543_0001013762-05-000550_may52005sb2ex1019.txt	https://www.sec.gov/Archives/edgar/data/0001285543/000101376205000550/0001013762-05-000550.txt
1062760_0001015402-05-001930_doc17.txt	https://www.sec.gov/Archives/edgar/data/0001062760/000101540205001930/0001015402-05-001930.txt
816955_0000899243-97-001962_document_4.txt	https://www.sec.gov/Archives/edgar/data/0000816955/000089924397001962/0000899243-97-001962.txt
86115_0000930661-99-001321_document_3.txt	https://www.sec.gov/Archives/edgar/data/0000086115/000093066199001321/0000930661-99-001321.txt
1013687_0000950144-96-001973_document_38.txt	https://www.sec.gov/Archives/edgar/data/0001013687/000095014496001973/0000950144-96-001973.txt
1096182_0001144204-06-021678_v043804_ex10-3.txt	https://www.sec.gov/Archives/edgar/data/0001096182/000114420406021678/0001144204-06-021678.txt
1044391_0001047469-02-004456_a2094682zex-10_1.txt	https://www.sec.gov/Archives/edgar/data/00001044391/000104746902004456/0001047469-02-004456.txt
883905_0001095811-01-000469_f68556ex99-d12.txt	https://www.sec.gov/Archives/edgar/data/0000883905/000109581101000469/0001095811-01-000469.txt
