秘密保持契約書(案)	0	x
国立研究開発法人医薬基盤・健康・栄養研究所(以下「甲」という。)と≪協力参加機関名≫(以	0	c
下「乙」という。)とは、甲の「戦略的イノベーション創造プログラム  AI(人工知能)ホスピタル	0	c
による高度診断・治療システム」事業(以下「本事業」という。)の会議などに参画するにあたり、	0	c
甲及び本事業に参画している他の機関より開示を受け又は知り得た秘密情報の取扱いについて、	0	c
以下のとおりの秘密保持契約(以下「本契約」という。)を締結する。	0	s
第1条(秘密情報)	0	d
本契約における「秘密情報」とは、甲及び本事業に参画している他の機関が乙に開示し、	0	c
かつ開示の際に秘密である旨を明示した、もしくは甲が開示後に書面で秘密情報である旨を	0	c
通知した技術上又は研究開発の実施中に発生した情報、本契約の存在及び内容その他一切の	0	c
情報をいう。	0	s
ただし、開示を受けた当事者が書面によってその根拠を立証できる場合に限り、以下の情	0	c
報は秘密情報の対象外とするものとする。	0	d
(1)  開示を受けたときに既に保有していた情報	0	s
(2)  開示を受けた後、秘密保持義務を負うことなく第三者から正当に入手した情報	0	s
(3)  開示を受けた後、相手方から開示を受けた情報に関係なく独自に取得し、又は創出した	0	c
情報	0	s
(4)  開示を受けたときに既に公知であった情報	0	s
(5)  開示を受けた後、自己の責めに帰し得ない事由により公知となった情報	7	s
第2条(秘密情報等の取扱い)	0	d
乙は、甲及び本事業に参画している他の機関から開示を受けた秘密情報及び秘密情報を含む	0	c
記録媒体若しくは物件(複写物及び複製物を含む。以下「秘密情報等」という。)の取扱いに	0	c
ついて、次の各号に定める事項を遵守するものとする。	0	d
(1)  甲及び本事業に参画している他の機関から開示された秘密情報等を、善良なる注意義務	0	c
をもって厳重に保管、管理する。	0	s
(2)  秘密情報等は、本事業の目的以外には使用しないものとする。	0	s
(3)  秘密情報等を複製する場合には、本事業の目的の範囲内に限って行うものとし、その複	0	c
製物は、原本と同等の保管、管理をする。	0	s
(4)  漏えい、紛失、盗難、盗用等の事態が発生し、又はそのおそれがあることを知った場合	0	c
は、直ちにその旨を相手方に書面をもって通知する。	23	s
2  乙は、次項に定める場合を除き、秘密情報等を第三者に開示する場合には、書面により相	0	c
手方の事前承諾を得なければならない。この場合、乙は、当該第三者との間で本契約書と同	0	c
等の義務を負わせ、これを遵守させる義務を負うものとする。	0	s
3  甲又は乙は、法令に基づき秘密情報等の開示が義務づけられた場合には、事前に相手方に	0	c
通知し、開示につき可能な限り相手方の指示に従うものとする。なお、この開示により当該	0	c
秘密情報の秘密性は喪失せず、引き続き本契約に従って当該秘密情報を取り扱うものとする。	20	s
第3条(返還義務等)	0	d
本契約に基づき甲及び本事業に参画している他の機関から開示を受けた秘密情報を含む記録	0	c
媒体、物件及びその複製物(以下「記録媒体等」という。)は、不要となった場合又は相手方	0	c
の請求がある場合には、直ちに相手方の指示に従い、返還又は廃棄するものとする。	0	s
2  前項に定める場合において、秘密情報が自己の記録媒体等に含まれているときは、当該秘密	0	c
情報を消去するとともに、消去した旨(自己の記録媒体等に秘密情報が含まれていないとき	0	c
は、その旨)を甲及び本事業に参画している他の機関に書面にて報告するものとする。	37	s
第4条(免責)	0	d
甲及び本事業に参画している他の機関は、本契約に基づき相手方に開示する秘密情報の完	0	c
全性、正確性、有用性等について保証するものではなく、秘密情報の使用に起因する損害又	0	c
は特許権その他の権利の侵害に関しては、一切責任を負わない。	44	s
第5条(権利不許諾)	0	d
本契約の締結又は本契約に基づく情報の開示によっては、相手方にいかなる特許その他の	0	c
財産権に関する権利を与えるものではなく、また、当事者間で何らかの取引を開始すること	0	c
を確約するものではない。	48	s
第6条(知的財産権)	0	d
乙が甲及び本事業に参画している他の機関から開示された秘密情報に基づいて、発明、考案、	0	c
意匠、植物品種、データベースの著作物、プログラムの著作物、半導体集積回路の回路配置	0	c
及びノウハウの創作が生じた場合には、乙は、直ちに相手方に対し通知するものとし、権利	0	c
の帰属、取扱い等について相手方と別途協議の上、決定するものとする。	52	s
第7条(損害賠償等)	0	d
乙若しくは乙の従業員若しくは元従業員又は本契約第2条第2項の第三者が相手方の秘密	0	c
情報等を開示するなど本契約の条項に違反した場合には、乙は、相手方が必要と認める措置	0	c
を直ちに講ずるとともに、相手方に生じた損害を賠償しなければならない。	57	s
第8条(契約期間)	0	d
本契約の契約期間は、本契約の締結日から起算し、5年間とする。ただし、甲及び乙は、	0	c
当該契約期間満了前に別途書面による合意の上、本契約の契約期間を変更することができる。	0	s
2  前項の規定にかかわらず、第2条から第7条、本条本項及び第9条の規定は、本契約終了後	0	c
も有効に存続するものとする。	61	s
第9条(裁判管轄)	0	d
本契約に関する紛争については大阪地方裁判所を第一審の専属的合意管轄裁判所とする。	66	s
第10条(協議事項)	0	d
本契約に定めのない事項について又は本契約に疑義が生じた場合は、協議の上解決する。	-1	s
本契約締結の証として、本書を二通作成し、甲乙記名押印の上、各自一通を保有する。	0	s
2019年   月   日	0	x
甲  大阪府茨木市彩都あさぎ七丁目6番8号	0	x
国立研究開発法人医薬基盤・健康・栄養研究所	0	x
    契約担当役  理事長  米田  悦啓	0	x
乙	0	x
