情報開示に関する秘密保持契約書	0	x
                          (以下、「甲」という)と株式会社アジタス(以下、「乙」と	0	c
いう)は、Web サイト制作委託業務において営業上及び技術上の情報(以下、「秘密情報」	0	c
という)の提供につき、以下の通り合意し、本契約を締結する。	0	s
第1条(使用目的)	0	d
秘密情報を受領した当事者(以下、「受領当事者」という)は、秘密情報を正当な	0	c
目的(以下、「使用目的」という)にのみ利用することとする。	5	s
第2条(秘密情報)	0	d
受領当事者は以下にあげるものを秘密情報と認識する。	0	d
1  秘密情報を開示した当事者(以下、「開示当事者」という)、また開示当事者の	0	c
クライアントの事業に関する情報	0	s
    2  開示当事者、また開示当事者のクライアントの研究・開発・投資に関する情報	0	s
    3  開示当事者、また開示当事者のクライアントの技法・ノウハウ・発明・創作物・	0	c
コンピュータープログラム・人事名簿・記録・取引先に関する情報	8	s
第3条(秘密保持義務)	0	d
1  受領当事者は、開示当事者の事前の承諾なく、秘密情報を第三者に開示もしくは	0	c
漏洩し、又は使用させないものとする。	0	s
2  受領当事者は、秘密情報の複製をとる場合には、事前に開示当事者の承諾を得る	0	c
こととする。	0	s
3  受領当事者が、開示当事者の事前の承諾を得て、第三者に秘密情報を開示し、又	0	c
は使用させる場合には、受領当事者の責任において、当該第三者に対し本確約書	0	c
と同様の秘密保持及び使用期限の義務を課し、当該第三者と連帯して責任を負う	0	c
こととする。	0	s
4  受領当事者は、秘密情報の使用目的を達成した場合、秘密情報の使用の必要性が	0	c
失われた場合、又は開示当事者からの要求があった場合には、すみやかに秘密情	0	c
報を含む資料、物品等、及びそれらの複製物を開示当事者に返還することとする。	15	s
第4条(秘密情報からの除外)	0	d
次のいずれかに該当する情報については、秘密情報としては取り扱わない。	0	d
1  受領当事者が開示当事者より開示を受けた時点で、既に合法的に知取してい	0	c
た情報。	0	s
2  受領当事者が開示当事者より開示を受けた時点で、既に公知となっていた情	0	c
報。	0	s
3  受領当事者は開示当事者より開示を受けた後、受領当事者の故意又は過失に	0	c
よらず公知となった情報。	0	s
4  受領当事者が秘密情報に依拠することなく、独自に開発、作成した情報。	0	s
5  受領当事者が第三者から秘密保持義務を負うことなく合法的に入手した情報。	27	s
第5条(秘密保持期間)	0	d
第3条の義務は、受領当事者が、開示当事者から当該機密情報を開示された日よ	0	c
り1年間本契約上の義務を負うものとする。	37	s
第6条(秘密情報についての権利)	0	d
開示当事者による秘密情報の開示は、受領当事者に著作権、特許権、その他知的	0	c
所有権を譲渡するものではなく、またこれらの権利につき実施権もしくは使用権	0	c
等を設定・承諾するものではない。	40	s
第7条(損害賠償)	0	d
甲および乙は本契約の定める義務に違反した場合、直接的に自己の責任に帰すべ	0	c
き原因により生じた損害賠償について必要と認められる措置をただちに講ずる	0	c
とともに、相手方が被った損害について個別の委託金額を上限として賠償責任を	0	c
負うものとする。	44	s
第 8 条(準拠法・裁判管轄)	0	d
1  本契約の準拠法は、日本法とする。	0	s
2  本契約に関する争訟については、東京地方裁判所を専属管轄裁判所とする。	49	s
第 9 条(適用)	0	d
本契約は、本契約適用の日から業務契約を満了する日までに開示された秘密情報	0	c
について適用されるものとする。	-1	s
本契約の証として本書2通を作成し、甲乙記名捺印のうえ各1通を保持するものとする。	0	s
平成    年    月    日	0	x
甲:(住所)	0	x
(社名)	0	x
(氏名)                                 印	0	x
                              乙    宮城県仙台市青葉区一番町1ー1ー30	0	x
南町通有楽館ビルディング6F	0	x
                                    株式会社アジタス	0	x
                                    代表取締役  小原  琢麿              印	0	x
