××××分析受委託に係る秘密保持契約書	0	x
株式会社○○○○○○(以下「甲」という)と株式会社住化分析センター(以下「乙」という)	0	c
とは、甲が乙に委託する××××に関わる分析委託(以下「本分析」という)について、相互	0	c
に交換する情報の秘密保持のため、次のとおり契約を締結する。	0	s
第1条  本契約において「本情報」とは、甲が乙に委任し、乙がこれを受託する本分析に関し	0	c
甲および乙が相手方から開示・提供を受けた本分析遂行に必要な技術情報、分析試料	0	c
および本分析等により知り得た情報のうち秘密と特定されたものをいう。	0	s
第2条  甲および乙は、本情報の秘密を厳守し、相手方の書面による事前の同意なく他に開示	0	c
もしくは漏洩、または本分析の受委託目的以外の目的に使用してはならない。ただし、	0	c
次の各号のいずれかに該当するものはこの限りではない。	0	d
(1)甲から開示を受けた際、すでに公知、公用であったもの	0	s
(2)甲から開示を受けた際、すでに自己が所有していたことを立証しうるもの	0	s
(3)甲から開示を受けた後、自己の責によらないで公知または公用となったもの	0	s
(4)正当な権利を有する第三者から合法的にかつ秘密保持義務を負うことなく入手	0	c
したもの	0	s
(5)独自に開発したことを立証しうるもの	10	s
第3条  乙は、本分析の終了後、甲の指示を受けた場合は、速やかに返還可能な本情報を甲に	0	c
返還し、返還不能なものは消去するものとする。	0	s
第4条  本情報を使用した本分析によって得られた結果から生じる知的財産権の権利は、全て	0	c
甲に帰属し、乙は一切の権利を主張しないものとする。ただし、本分析の分析方法に	0	c
関する知的財産権は乙に帰属するものとする。	0	s
第5条  本契約の有効期間は、本契約締結の日から5年間とする。	0	b
2. 第2条の規定は本契約終了後5年間有効に存続する。	0	s
第6条  本契約に定めのない事項もしくは本契約の解釈に疑義を生じた場合は、甲乙信義誠実	0	c
の精神をもって協議し、これを解決するものとする。	-1	s
本契約成立の証として本書2通を作成し、甲乙記名捺印のうえ各自その1通を保有する。	0	s
平成     年     月     日	0	x
                            甲    東京都□□区△△△△1丁目1番地	0	x
株式会社○○○○	0	x
担当部長                日本  太郎	0	x
                            乙  東京都文京区本郷三丁目22番5号	0	x
株式会社住化分析センター	0	x
担当営業部門長            ○○  ○○	0	x
