秘密保持契約書	0	x
(以下「甲」という)と株式会社ベネフィットコンサルティング(以	0	c
下「乙」という)とは、甲の財務改善の検討(以下、「本検討」という。)を行うために、	0	c
相互に情報を開示し、次のとおり本契約を締結する。	0	s
第1条(秘密情報の定義等)	0	d
1 本契約において「秘密情報」とは、本検討に関連して一方当事者が相手方より書	0	c
面、口頭若しくは磁気記録媒体等その開示方法の如何を問わず提供若しくは開示さ	0	c
れたか、又は、本検討に関連して知り得た、相手方のサイトに関する全ての情報と、	0	c
情報開示者が開示の際に秘密であることを書面により明示して開示した情報を意味	0	c
する。	0	s
2 前項の規定にかかわらず、	0	d
1 本契約に基づく開示の時、すでに公知の事実となっているもの。	0	s
2 本契約に基づく開示後、被開示者の責めに帰しえない事由により公知となった	0	c
もの。	0	s
3 本契約に基づく開示の時、被開示者がすでに所有し、かつ開示者から直接もし	0	c
くは間接に知りえたものではないことを証明しえるもの。	0	s
4 本契約に基づく開示の後、守秘義務を負うことなく被開示者が第三者から適法	0	c
に入手したもの。	0	s
5 本契約に基づく開示の後、開示者の秘密情報を使用することなく独自に開発し	0	c
たもの。	0	s
6 開示者が事前に、書面により公表を承認したもの。	0	s
7 開示者から秘密保持の必要がないことが通知されたもの	0	s
8 政府機関の要請または法令に基づき開示されるもの。ただし、この場合、被開	0	c
示者は、開示に先立って、開示者に対し相当な通知を行わなければならない。	0	c
は、秘密情報に含まれないものとする。	11	s
3 本契約でいう第三者とは、甲、乙の役員及び従業員以外のものをいう。	5	s
第2条(秘密保持)	0	d
1 甲及び乙は、秘密情報を本検討の目的以外に使用してはならない。	0	s
2 被開示者は、開示者により開示された本件秘密情報に関するすべての書面及び媒	0	c
体ならびにそれらの複製物を他の資料および物品等と明確に区別し、善良なる管理	0	c
者の注意をもってこれらを保管しなければならない。	0	s
3 被開示者は、本件秘密情報を表示し、もしくは化体する有体物(書面、図面、電	0	c
磁的記録、試作品等を含む)をみだりに複製してはならない。	0	s
4 被開示者は、開示者の書面による事前の同意を得ることなくして本件秘密情報を	0	c
第三者に開示し、または漏洩してはならない。	0	s
5 被開示者は、本件事業検討に必要な範囲において、被開示者の取締役、監査役、	0	c
従業員に開示することができる。また、顧問弁護士、公認会計士、税理士、司法書	0	c
士、行政書士等、秘密保持義務を職務上負担する者に相談する必要がある場合にも、	0	c
開示することができる。但し、事前にその旨を通知するものとする。	0	s
6 被開示者が、前項および前々項に列挙する者を含む第三者に対して本件秘密情報	0	c
を開示する場合は、被開示者は当該第三者による本件秘密情報の取扱いについて一	0	c
切の責めを負う。	0	s
7 被開示者は、法律、裁判所又は政府機関の強制力を伴う命令、要求又は要請に基	0	c
づき、秘密情報を開示することができる。但し、当該命令、要求又は要請があった	0	c
場合、速やかにその旨を相手方に通知しなければならない。	0	s
    8 被開示者は、開示者の加盟店または取引先等に対して直接接触してはならない。	0	c
被開示者が接触する場合、開示者との立会い及び開示者からの承諾を得た上で行わ	0	c
なければならない。	27	s
第3条(秘密情報の返還・廃棄)	0	d
被開示者は、本件秘密情報が本件事業検討に不要となったとき、もしくは開示者から	0	c
本件秘密情報の返還請求を受けたとき、または本契約が終了もしくは解除されたときは、	0	c
すみやかに相手方の指示に従い、本件秘密情報に関するすべての書面および媒体ならび	0	c
にそれらの複製物を相手方に返還または廃棄・消去処分しなければならない。	49	s
第4条(損害賠償)	0	d
被開示者は、その責に帰すべき事由により秘密情報が不正に使用もしくは開示された	0	c
場合又はその他本契約に違反した場合は、本契約期間内または期間後であっても、開示	0	c
者に対して損害賠償責任を負うとともに、その他本契約及び法令の定めるところに従っ	0	c
て、責任を負うものとする。	54	s
第5条(契約期間)	0	d
1 本契約は、本契約書末尾の契約締結の日(以下、発効日という)に発効し、発効	0	c
日より1年間で満了する。	0	b
但し、双方に積極的な解除の意思なき場合は自動的に1年単位で更新される。	0	s
2 第1条、第2条、第4条、第7条、第8条及び第9条の規定は、本契約終了後も	0	c
引き続き有効とする。	59	s
第6条(解除)	0	d
1 いずれかの当事者につき、次の各号のいずれかに該当する事由が生じた場合は、	0	c
他方当事者は、催告なくして本契約の全部又は一部を解除することができる。	0	d
1 本契約のいずれかの条項又はそれと同等の義務に違反したとき。	0	s
2 第三者により、仮差押、仮処分又は強制執行等を受けたとき。	67	s
2 前項に定める各号のいずれかの事由に該当する事由が生じた当事者は、他方当事	0	c
者に対して、その旨を速やかに通知するものとする。	65	s
第7条(効力)	0	d
1 本契約は、本契約の対象事項に関する甲乙間の完全なる合意を構成し、両当事者	0	c
の事前の書面による合意によってのみ変更することができるものとし、本契約の発	0	c
効日以前に両当事者間でなされた本契約の対象事項に関するいかなる取り決めも、	0	c
すべて本契約に取って代わられるものとする。	0	s
2 本契約のいずれの規定も、いずれかの当事者の権限ある者が署名した書面なくし	0	c
て、各当事者、それぞれの代理人又は従業員等の行為又は黙認によって当該規定に	0	c
かかる権利が放棄されたとみなされることはなく、また、本契約のいずれかの規定	0	c
にかかる権利が正当に放棄された場合であっても、他のいかなる規定にかかる権利	0	c
も放棄されたものとはみなされないものとする。	72	s
第8条(準拠法)	0	d
本契約は日本法に基づいて解釈され、これに準拠するものとする。	82	s
第9条(管轄)	0	d
本契約からもしくは本契約に関連して、当事者間で生じるすべての紛争は、東京地方	0	c
裁判所を第 1 審の専属管轄裁判所とする。	84	s
第 10 条(協議事項)	0	d
本契約に規定のない事項および本契約の条項に関して疑義が生じたときは、各当事者	0	c
は、信義誠実の原則に則り、誠意をもって協議するものとする。	-1	s
