Data Use And Non-Disclosure Agreement	0	x
Between	0	x
The New York City Department of Health and Mental Hygiene	0	x
And	0	x
___________________________________ (“Data Recipient”)	0	x
This DATA USE AND NON-DISCLOSURE AGREEMENT (“Agreement”) made as of the	0	c
_______ day of _______, 2014 (“Effective Date”) by and between the City of New York through	0	c
its Department of Health and Mental Hygiene (“DOHMH”), Division of	0	c
_____________________, having its primary offices at Gotham Center, 42-09 28th Street,	0	c
Queens, NY 11101-4132, and _______________________ (“Data Recipient”), having its	0	c
primary offices at ____________________________ (each a “Party” and, collectively, the	0	c
“Parties”).	0	s
WHEREAS, pursuant to [LEGAL/PROGRAM TO ENTER BASED ON APPLICATION]	0	c
the DOHMH is authorized to share Data, as defined herein, with the Data Recipient;	0	s
WHEREAS, the Data Recipient desires to use the Data for public educational or research	0	c
purposes that have been approved by the DOHMH; and	0	s
WHEREAS, [ADDITIONAL WHEREAS CLAUSES MAY BE ENTERED AS	0	c
APPLICABLE] [OPTIONAL],	0	s
NOW, THEREFORE, in consideration of the mutual promises and covenants contained in this	0	c
Agreement, and other valuable and good consideration, the receipt and sufficiency of which is	0	c
hereby acknowledged, the Parties agree to the following:	0	d
I.     TERM AND TERMINATION	0	d
A.  Term.  This Agreement shall commence as of the Effective Date and shall terminate	0	c
on ____________________.	0	s
B.  Termination for Cause.  Breach of a material provision of this Agreement by the	0	c
Data Recipient, or the Authorized Users, shall be grounds for termination of this	0	c
Agreement by DOHMH.  Upon becoming aware of such a material breach, DOHMH	0	c
may do one or more of the following:	0	d
1.  Provide an opportunity for Data Recipient to cure the violation within 30	0	c
days, and terminate the Agreement if Data Recipient does not cure or end the	0	c
violation within the time specified by DOHMH;	0	s
DOHMH Standard DUA/NDA 5-16-2014                                                                          Page 1	0	e
2.  Demand assurances from the Data Recipient that remedial actions will be	0	c
taken to remedy the circumstances that gave rise to the violation within a time	0	c
frame set by, or approved by, DOHMH;	0	s
3.  Immediately terminate the Agreement; and/or	0	s
4.  Determine that no further Data, or other data, will be released to, nor	0	c
agreements entered into with, Data Recipient for a period of time to be	0	c
determined by DOHMH.	28	s
C.  Termination by DOHMH without Cause.  DOHMH may terminate this Agreement	0	c
at any time by providing 15 days written notice to Data Recipient.	0	s
D.  Effect of Termination.	0	d
1.  The Data Recipient will not be entitled to any damages for reason of the	0	c
termination of this Agreement.	0	s
2.  Upon the termination of this Agreement for any reason, the confidentiality	0	c
provisions set forth herein shall continue to apply to the Data shared with Data	0	c
Recipient pursuant to this Agreement.  Except as provided in paragraph (3) of	0	c
this subsection, upon termination of this Agreement, for any reason, Data	0	c
Recipient shall return or destroy the Data provided by DOHMH that Data	0	c
Recipient maintains in any form, and all copies of the Data in all its forms.	0	c
Data Recipient will confirm in writing to DOHMH Data Recipient’s	0	c
destruction or return of Data, and all copies, within 60 days of the termination	0	c
of this Agreement.	0	s
3.  In the event that Data Recipient determines that returning or destroying all of	0	c
the Data, and all copies of the Data, is infeasible, Data Recipient shall provide	0	c
to DOHMH notification of the conditions that make return or destruction	0	c
infeasible.  Upon receipt by DOHMH of such notification that return or	0	c
destruction of the Data is infeasible, Data Recipient shall extend the	0	c
protections of this Agreement to such Data and limit further uses and	0	c
disclosures of such Data to those purposes that make the return or destruction	0	c
infeasible, for so long as Data Recipient maintains such Data.	22	s
DOHMH Standard DUA/NDA 5-16-2014                                                                          Page 2	0	e
II.     PURPOSE OF AGREEMENT	0	d
A.  This Agreement sets forth the terms and conditions under which the formal access to	0	c
certain data, as described in Section III of this Agreement and Attachment A hereto,	0	c
is to be provided to the Data Recipient by DOHMH.  This Agreement also describes,	0	c
in its Attachment B, what use the Data Recipient may make of the Data.	0	c
Furthermore, this Agreement also sets forth the security requirements that such access	0	c
and use is conditioned upon, what responsibilities the Data Recipient agrees to	0	c
assume in connection with such use and disposition of the Data, and all permutations	0	c
of the Data, and the procedures for security, transfer, use, retention, ownership, and	0	c
confidentiality of the Data.	0	s
B.  The headings and other captions in this Agreement are for convenience and reference	0	c
only and shall not be used in interpreting, construing or enforcing any of the	0	c
provisions of this agreement.	63	s
III.     THE DATA	0	d
A.  Definition of Data.  Data shall mean the data produced by DOHMH to Data	0	c
Recipient pursuant to this Agreement and will include, without limitation, the specific	0	c
